Species,Species >1970,Species <1970,List,Region,Region code,Subregion,subregion code,Geo subreg,Lat,Long,Status comment,STATUS,Group,VER-INV-PP,NS stand,Year,Period,REL,EC,TC,TS-0ther,TS-ball,TS-hull,COR,UNA,UNK,,,,,,,,,
"Clymenella torquata (Leidy, 1855)","Clymenella torquata (Leidy, 1855)",,msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,non-indigenous,Invertebrate,INV,,1981,1976-1981,,,1,,,,,,,,,,,,,,,
"Clymenella torquata (Leidy, 1855)","Clymenella torquata (Leidy, 1855)",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,1977,1976-1981,,,,,1,,,,,,,,,,,,,
"Clytia gregaria (Agassiz, 1862)","Clytia gregaria (Agassiz, 1862)",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,2017,2017,2012-2017,,,,,1,,,,,,,,,,,,,
"Clytia hummelincki (Leloup, 1935)","Clytia hummelincki (Leloup, 1935)",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,2001,2001,2000-2005,,,,,,0.5,,0.5,,,,,,,,,,
"Clytia hummelincki (Leloup, 1935)","Clytia hummelincki (Leloup, 1935)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,1996,1996,1994-1999,,,,,,0.5,,0.5,,,,,,,,,,
"Clytia hummelincki (Leloup, 1935)","Clytia hummelincki (Leloup, 1935)",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,2003,2003,2000-2005,,,,,,0.5,,0.5,,,,,,,,,,
"Clytia linearis (Thorneley, 1900)",,"Clytia linearis (Thorneley, 1900)",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,1996,1996,1994-1999,,,,,,,,1,,,,,,,,,,
"Clytia linearis (Thorneley, 1900)",,"Clytia linearis (Thorneley, 1900)",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1983,1983,1982-1987,,,,,1,,,,,,,,,,,,,
"Clytia linearis (Thorneley, 1900)",,"Clytia linearis (Thorneley, 1900)",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,1961,1961,<1970,,,,,,,,1,,,,,,,,,,
"Clytia linearis (Thorneley, 1900)",,"Clytia linearis (Thorneley, 1900)",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1981,1981,1976-1981,,,,,,,,1,,,,,,,,,,
"Clytia linearis (Thorneley, 1900)",,"Clytia linearis (Thorneley, 1900)",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,1951,1951,<1970,,,,,,,,1,,,,,,,,,,
"Codium arabicum Kützing, 1856","Codium arabicum Kützing, 1856",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,2006,2006,2006-2011,,,,,,1,,,,,,,,,,,,
"Codium fragile subsp. fragile (Suringar) Hariot, 1889",,"Codium fragile subsp. fragile (Suringar) Hariot, 1889",msfd,Baltic Sea,BAL,Baltic Sea,BAL,"58.537,20.435",58.537,20.435,,non-indigenous,Primary producer,PP,1919,1919,<1970,,,,,,1,,,,,,,,,,,,
"Codium fragile subsp. fragile (Suringar) Hariot, 1889",,"Codium fragile subsp. fragile (Suringar) Hariot, 1889",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,1946,1946,<1970,,,,,,1,,,,,,,,,,,,
"Codium fragile subsp. fragile (Suringar) Hariot, 1889",,"Codium fragile subsp. fragile (Suringar) Hariot, 1889",msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,non-indigenous,Primary producer,PP,,1946,<1970,,,,,,,,,1,,,,,,,,,
"Codium fragile subsp. fragile (Suringar) Hariot, 1889",,"Codium fragile subsp. fragile (Suringar) Hariot, 1889",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Primary producer,PP,1985,1985,1982-1987,,,,,0.5,0.5,,,,,,,,,,,,
"Codium fragile subsp. fragile (Suringar) Hariot, 1889",,"Codium fragile subsp. fragile (Suringar) Hariot, 1889",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Primary producer,PP,1992,1992,1988-1993,,,,,0.5,0.5,,,,,,,,,,,,
"Codium fragile subsp. fragile (Suringar) Hariot, 1889",,"Codium fragile subsp. fragile (Suringar) Hariot, 1889",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Primary producer,PP,,1895,<1970,,,,,0.5,0.5,,,,,,,,,,,,
"Codium fragile subsp. fragile (Suringar) Hariot, 1889",,"Codium fragile subsp. fragile (Suringar) Hariot, 1889",msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,non-indigenous,Primary producer,PP,,1993,1988-1993,,,,,0.5,0.5,,,,,,,,,,,,
"Codium fragile subsp. fragile (Suringar) Hariot, 1889",,"Codium fragile subsp. fragile (Suringar) Hariot, 1889",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,1946,1946,<1970,,,,,0.5,0.5,,,,,,,,,,,,
"Colaconema codicola (Børgesen) H.Stegenga, J.J.Bolton & R.J.Anderson, 1997",,"Colaconema codicola (Børgesen) H.Stegenga, J.J.Bolton & R.J.Anderson, 1997",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Primary producer,PP,1978,1978,1976-1981,,,0.5,,,0.5,,,,,,,,,,,,
"Colaconema codicola (Børgesen) H.Stegenga, J.J.Bolton & R.J.Anderson, 1997",,"Colaconema codicola (Børgesen) H.Stegenga, J.J.Bolton & R.J.Anderson, 1997",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,1926,1926,<1970,,,0.5,,,0.5,,,,,,,,,,,,
"Colaconema codicola (Børgesen) H.Stegenga, J.J.Bolton & R.J.Anderson, 1997",,"Colaconema codicola (Børgesen) H.Stegenga, J.J.Bolton & R.J.Anderson, 1997",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Primary producer,PP,2019,2019,2018-2020,,,,,,1,,,,,,,,,,,,
"Colaconema codicola (Børgesen) H.Stegenga, J.J.Bolton & R.J.Anderson, 1997",,"Colaconema codicola (Børgesen) H.Stegenga, J.J.Bolton & R.J.Anderson, 1997",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,1952,1952,<1970,,,0.5,,,0.5,,,,,,,,,,,,
"Colaconema dasyae (F.S.Collins) Stegenga, I.Mol, Prud'homme van Reine & Lokhorst",,"Colaconema dasyae (F.S.Collins) Stegenga, I.Mol, Prud'homme van Reine & Lokhorst",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Primary producer,PP,,1951,<1970,,,1,,,,,,,,,,,,,,,
"Coleusia signata (Paul'son, 1875)","Coleusia signata (Paul'son, 1875)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,2005,2005,2000-2005,,,,,,,,1,,,,,,,,,,
"Colpomenia peregrina Sauvageau, 1927",,"Colpomenia peregrina Sauvageau, 1927",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Primary producer,PP,1986,1986,1982-1987,,,0.5,,,0.5,,,,,,,,,,,,
"Colpomenia peregrina Sauvageau, 1927",,"Colpomenia peregrina Sauvageau, 1927",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,1905,1905,<1970,,0.5,,,,0.5,,,,,,,,,,,,
"Colpomenia peregrina Sauvageau, 1927",,"Colpomenia peregrina Sauvageau, 1927",msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,non-indigenous,Primary producer,PP,,1905,<1970,,,1,,,,,,,,,,,,,,,
"Colpomenia peregrina Sauvageau, 1927",,"Colpomenia peregrina Sauvageau, 1927",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Primary producer,PP,1975,1975,1970-1975,,,0.5,,,0.5,,,,,,,,,,,,
"Colpomenia peregrina Sauvageau, 1927",,"Colpomenia peregrina Sauvageau, 1927",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Primary producer,PP,1986,1986,1982-1987,,,0.5,,,0.5,,,,,,,,,,,,
"Colpomenia peregrina Sauvageau, 1927",,"Colpomenia peregrina Sauvageau, 1927",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Primary producer,PP,,1921,<1970,,,0.5,,,0.5,,,,,,,,,,,,
"Colpomenia peregrina Sauvageau, 1927",,"Colpomenia peregrina Sauvageau, 1927",msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,absent,Primary producer,PP,,1969,<1970,,,,,,,,,1,,,,,,,,,
"Colpomenia peregrina Sauvageau, 1927",,"Colpomenia peregrina Sauvageau, 1927",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,1918,1918,<1970,,,0.5,,,0.5,,,,,,,,,,,,
"Conomurex persicus (Swainson, 1821)","Conomurex persicus (Swainson, 1821)",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,2015,2015,2012-2017,,,,,0.5,,,0.5,,,,,,,,,,
"Conomurex persicus (Swainson, 1821)","Conomurex persicus (Swainson, 1821)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,2001,2001,2000-2005,,,,,0.5,,,0.5,,,,,,,,,,
"Conomurex persicus (Swainson, 1821)","Conomurex persicus (Swainson, 1821)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1983,1983,1982-1987,,,,,0.5,,,0.5,,,,,,,,,,
"Corambe obscura (A.E. Verrill, 1870)",,"Corambe obscura (A.E. Verrill, 1870)",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1973,1973,1970-1975,,,,,,1,,,,,,,,,,,,
"Corambe obscura (A.E. Verrill, 1870)",,"Corambe obscura (A.E. Verrill, 1870)",msfd,Black Sea,BLK,Black Sea,BLK,"43.227,32.008",43.227,32.008,,non-indigenous,Invertebrate,INV,1986,1986,1982-1987,,,,,1,,,,,,,,,,,,,
"Corambe obscura (A.E. Verrill, 1870)",,"Corambe obscura (A.E. Verrill, 1870)",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,1879,<1970,,,,,,,,,1,,,,,,,,,
"Corbicula fluminea (O. F. Müller, 1774)","Corbicula fluminea (O. F. Müller, 1774)",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1978,1978,1976-1981,,,,,1,,,,,,,,,,,,,
"Cordylophora caspia (Pallas, 1771)",,"Cordylophora caspia (Pallas, 1771)",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,"partly native, BKS",non-indigenous,Invertebrate,INV,1928,1928,<1970,,,,,1,,,,,,,,,,,,,
"Cordylophora caspia (Pallas, 1771)",,"Cordylophora caspia (Pallas, 1771)",msfd,Baltic Sea,BAL,Baltic Sea,BAL,"58.537,20.435",58.537,20.435,"partly native, BKS",non-indigenous,Invertebrate,INV,1850,1850,<1970,,,,,,,,,1,,,,,,,,,
"Cordylophora caspia (Pallas, 1771)",,"Cordylophora caspia (Pallas, 1771)",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,"partly native, BKS",non-indigenous,Invertebrate,INV,1983,1983,1982-1987,,,,,1,,,,,,,,,,,,,
"Cordylophora caspia (Pallas, 1771)",,"Cordylophora caspia (Pallas, 1771)",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,"partly native, BKS",non-indigenous,Invertebrate,INV,1988,1988,1988-1993,,,,,,,,,1,,,,,,,,,
"Cordylophora caspia (Pallas, 1771)",,"Cordylophora caspia (Pallas, 1771)",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,"partly native, BKS",non-indigenous,Invertebrate,INV,,1884,<1970,,,,,1,,,,,,,,,,,,,
"Cordylophora caspia (Pallas, 1771)",,"Cordylophora caspia (Pallas, 1771)",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,"partly native, BKS",non-indigenous,Invertebrate,INV,1978,1978,1976-1981,,,,,,,,,1,,,,,,,,,
"Corella eumyota Traustedt, 1882","Corella eumyota Traustedt, 1882",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,2002,2002,2000-2005,,,0.5,,,0.5,,,,,,,,,,,,
"Corella eumyota Traustedt, 1882","Corella eumyota Traustedt, 1882",,msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,non-indigenous,Invertebrate,INV,,2002,2000-2005,,,0.5,,,0.5,,,,,,,,,,,,
"Corella eumyota Traustedt, 1882","Corella eumyota Traustedt, 1882",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,2007,2006-2011,,,0.5,,,0.5,,,,,,,,,,,,
"Corymbellus aureus J.C.Green, 1976","Corymbellus aureus J.C.Green, 1976",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,microalgae,Primary producer,PP,,1992,1988-1993,,,,,0.5,,,0.5,,,,,,,,,,
Corynomorpha prismatica (J.Agardh) J.Agardh,Corynomorpha prismatica (J.Agardh) J.Agardh,,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,sporadic record,non-indigenous,Primary producer,PP,,1990,1988-1993,,,,,,,,,1,,,,,,,,,
"Corynophlaea verruculiformis (Y.-P.Lee & I.K.Lee) Y.-P.Lee, 2008","Corynophlaea verruculiformis (Y.-P.Lee & I.K.Lee) Y.-P.Lee, 2008",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Primary producer,PP,,1994,1994-1999,,,,1,,,,,,,,,,,,,,
"Coryphellina rubrolineata O'Donoghue, 1929","Coryphellina rubrolineata O'Donoghue, 1929",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,2008,2008,2006-2011,,,,,,,,1,,,,,,,,,,
"Crambe crambe (Schmidt, 1862) ","Crambe crambe (Schmidt, 1862) ",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,"partly native, MED",non-indigenous,Invertebrate,INV,,1996,1994-1999,,,,0.333,0.333,0.333,,,,,,,,,,,,
"Crassostrea virginica (Gmelin, 1791)",,"Crassostrea virginica (Gmelin, 1791)",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1861,1861,<1970,0.5,0.5,,,,,,,,,,,,,,,,
"Crassostrea virginica (Gmelin, 1791)",,"Crassostrea virginica (Gmelin, 1791)",msfd,Black Sea,BLK,Black Sea,BLK,"43.227,32.008",43.227,32.008,,non-indigenous,Invertebrate,INV,1974,1974,1970-1975,,1,,,,,,,,,,,,,,,,
"Crassostrea virginica (Gmelin, 1791)",,"Crassostrea virginica (Gmelin, 1791)",msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,non-indigenous,Invertebrate,INV,,1875,<1970,,,,,,,,,1,,,,,,,,,
"Crassostrea virginica (Gmelin, 1791)",,"Crassostrea virginica (Gmelin, 1791)",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,1861,<1970,0.5,0.5,,,,,,,,,,,,,,,,
"Crassostrea rhizophorae (Guilding, 1828)","Crassostrea rhizophorae (Guilding, 1828)",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1976,1976,1976-1981,,,1,,,,,,,,,,,,,,,
"Craterolophus convolvulus (Johnston, 1835)","Craterolophus convolvulus (Johnston, 1835)",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,"partly native, E Scotland",native/partly native,Invertebrate,INV,,2020,2018-2020,,,,,,,,,1,,,,,,,,,
"Crepidacantha poissonii (Audouin, 1826)","Crepidacantha poissonii (Audouin, 1826)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,1982,1982,1982-1987,,,,,,0.5,,0.5,,,,,,,,,,
"Crepidacantha poissonii (Audouin, 1826)","Crepidacantha poissonii (Audouin, 1826)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1986,1986,1982-1987,,,,,,0.5,,0.5,,,,,,,,,,
"Crepidula fornicata (Linnaeus, 1758)",,"Crepidula fornicata (Linnaeus, 1758)",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1934,1934,<1970,,,0.5,,,0.5,,,,,,,,,,,,
"Crepidula fornicata (Linnaeus, 1758)",,"Crepidula fornicata (Linnaeus, 1758)",msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,non-indigenous,Invertebrate,INV,,1902,<1970,,,,,,,,,1,,,,,,,,,
"Crepidula fornicata (Linnaeus, 1758)",,"Crepidula fornicata (Linnaeus, 1758)",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,1970,1970,1970-1975,,,,,,1,,,,,,,,,,,,
"Crepidula fornicata (Linnaeus, 1758)",,"Crepidula fornicata (Linnaeus, 1758)",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1985,1985,1982-1987,,,0.5,,,0.5,,,,,,,,,,,,
"Crepidula fornicata (Linnaeus, 1758)",,"Crepidula fornicata (Linnaeus, 1758)",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,1911,<1970,,,,,,1,,,,,,,,,,,,
"Crepidula fornicata (Linnaeus, 1758)",,"Crepidula fornicata (Linnaeus, 1758)",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,1957,1957,<1970,,,0.5,,,0.5,,,,,,,,,,,,
"Crepipatella dilatata (Lamarck, 1822)","Crepipatella dilatata (Lamarck, 1822)",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,2005,2005,2000-2005,,,1,,,,,,,,,,,,,,,
"Crepipatella dilatata (Lamarck, 1822)","Crepipatella dilatata (Lamarck, 1822)",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,2014,2014,2012-2017,,,1,,,,,,,,,,,,,,,
"Crisularia plumosa (Pallas, 1766)",,"Crisularia plumosa (Pallas, 1766)",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1937,1937,<1970,,,,,,1,,,,,,,,,,,,
"Crisularia serrata (Lamarck, 1816)",,"Crisularia serrata (Lamarck, 1816)",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1967,1967,<1970,,,,,,1,,,,,,,,,,,,
"Crisularia serrata (Lamarck, 1816)",,"Crisularia serrata (Lamarck, 1816)",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,1902,1902,<1970,,,,,,1,,,,,,,,,,,,
"Cronius ruber (Lamarck, 1818)","Cronius ruber (Lamarck, 1818)",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,range expanding,Invertebrate,INV,,2016,2012-2017,,,,,1,,,,,,,,,,,,,
"Cryptonemia hibernica Guiry & L.M.Irvine, 1974",,"Cryptonemia hibernica Guiry & L.M.Irvine, 1974",msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,non-indigenous,Primary producer,PP,,1911,<1970,,,,,,1,,,,,,,,,,,,
"Crystallogobius linearis (Düben, 1845)","Crystallogobius linearis (Düben, 1845)",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,range expanding,Vertebrate,VER,,1995,1994-1999,,,,,,,,,1,,,,,,,,,
"Culicia Dana, 1846","Culicia Dana, 1846",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,absent,Invertebrate,INV,,2017,2012-2017,,,,,,,,,1,,,,,,,,,
"Cushmanina striatopunctata (Parker & Jones, 1865)",,"Cushmanina striatopunctata (Parker & Jones, 1865)",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Primary producer,PP,1913,1913,<1970,,,,,0.5,0.5,,,,,,,,,,,,
"Cuthona perca (Er. Marcus, 1958)","Cuthona perca (Er. Marcus, 1958)",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,1976,1976,1976-1981,,,,,0.5,0.5,,,,,,,,,,,,
"Cutleria multifida (Turner) Greville, 1830",,"Cutleria multifida (Turner) Greville, 1830",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,"partly native, NEA",non-indigenous?,Primary producer,PP,1847,1847,<1970,,,,,,1,,,,,,,,,,,,
"Cutleria multifida (Turner) Greville, 1830",,"Cutleria multifida (Turner) Greville, 1830",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,"partly native, NEA",non-indigenous?,Primary producer,PP,1904,1904,<1970,,,,,,1,,,,,,,,,,,,
"Cutleria multifida (Turner) Greville, 1830",,"Cutleria multifida (Turner) Greville, 1830",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,"partly native, NEA",non-indigenous?,Primary producer,PP,1932,1932,<1970,,,,0.5,,0.5,,,,,,,,,,,,
"Cutleria multifida (Turner) Greville, 1830",,"Cutleria multifida (Turner) Greville, 1830",msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,"partly native, NEA",non-indigenous,Primary producer,PP,,1929,<1970,,,,,,,,,1,,,,,,,,,
"Cutleria multifida (Turner) Greville, 1830",,"Cutleria multifida (Turner) Greville, 1830",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,"partly native, NEA",non-indigenous?,Primary producer,PP,1842,1842,<1970,,,,,,1,,,,,,,,,,,,
"Cyclopterus lumpus Linnaeus, 1758","Cyclopterus lumpus Linnaeus, 1758",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,"partly native, NEA",non-indigenous,Vertebrate,VER,2004,2004,2000-2005,,,,,1,,,,,,,,,,,,,
"Cyclopterus lumpus Linnaeus, 1758","Cyclopterus lumpus Linnaeus, 1758",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,"partly native, NEA",non-indigenous,Vertebrate,VER,2017,2017,2012-2017,,,,,1,,,,,,,,,,,,,
"Cycloscala hyalina (G. B. Sowerby II, 1844)","Cycloscala hyalina (G. B. Sowerby II, 1844)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1992,1992,1988-1993,,,,,,,,,1,,,,,,,,,
"Cymodoce fuscina Schotte & Kensley, 2005","Cymodoce fuscina Schotte & Kensley, 2005",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,2015,2015,2012-2017,,,,,0.5,0.5,,,,,,,,,,,,
"Cynoscion regalis (Bloch & Schneider, 1801)","Cynoscion regalis (Bloch & Schneider, 1801)",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Vertebrate,VER,2011,2011,2006-2011,,,,,1,,,,,,,,,,,,,
